first_inspection,name,cuisine,borough,building,street,zipcode,phone,camis
2026-03-11,NOONA NOODLES,Chinese,Manhattan,46,West   36 Street,10018,9176757234,50167279
2026-03-11,T&Y KITCHEN,Chinese,Brooklyn,194,State Street,11201,9179304561,50170440
2026-03-09,GALLEGO SEAFOOD,Latin American,Manhattan,1270,Saint Nicholas Avenue,10033,9176792875,50171794
2026-03-09,EMERALD BAKERY AND CAFE,Coffee/Tea,Brooklyn,1224,Myrtle Avenue,11221,5127979660,50180351
2026-03-09,THE BAY CAFE,Jewish/Kosher,Brooklyn,2,Neptune Avenue,11235,3475548811,50179318
2026-03-06,PAOLA'S,Italian,Manhattan,1302,Madison Avenue,10128,2127941890,50179864
2026-03-06,OSLO COFFEE ROASTERS,Coffee/Tea,Brooklyn,328,Bedford Avenue,11249,7187820332,50178283
2026-03-06,SERPENTINE,New American,Manhattan,64,Greenwich Avenue,10011,9179167879,50155901
2026-03-05,DONGBEI,Chinese,Manhattan,953,Columbus Avenue,10025,2014235900,50162524
2026-03-05,BIARRITZ KOSHER PIZZA & WINE,Pizza,Brooklyn,268,Kingston Avenue,11213,3474473360,50182204
2026-03-05,EL MEXICANO RESTAURANT,Mexican,Brooklyn,2102,East   15 Street,11229,7183132271,50161098
2026-03-05,WETZELS PRETZELS,Hotdogs/Pretzels,Brooklyn,5100,Kings Plaza,11234,5167542004,50177506
2026-03-05,HIRONI,Asian/Asian Fusion,Manhattan,828,Madison Avenue,10021,6468861246,50163215
2026-03-05,TAQUERIA CONDESA,Mexican,Manhattan,824,9 Avenue,10019,3472676360,50168216
2026-03-05,HORI,Japanese,Manhattan,231,East   50 Street,10022,7073267910,50170028
2026-03-05,WALTER'S GOOD EATS,Soul Food,Manhattan,2839,Frederick Douglass Boulevard,,9179811140,50174362
2026-03-05,BERIKONI / GEORGIAN HOUSE,Eastern European,Brooklyn,125,Brighton Beach Avenue,11235,7187085040,50179178
2026-03-04,CHILL CAFE,Coffee/Tea,Manhattan,75,Varick Street,10013,3475375742,50154581
2026-03-04,PHO BANG,Asian/Asian Fusion,Manhattan,157,Mott Street,10013,9082795489,50179555
2026-03-04,YOKO-CHO,Japanese,Manhattan,137,East   13 Street,10003,6465245451,50167369
2026-03-04,EATS,American,Manhattan,227,West   27 Street,10001,6465492200,50176567
2026-03-04,CHAHALO,Coffee/Tea,Manhattan,23,Saint Marks Place,10003,6462701552,50178155
2026-03-04,MADMAN ESPRESSO,American,Manhattan,311,11 Avenue,10001,3477811121,50178974
2026-03-04,"SHRINE, YATENGA",African,Manhattan,2269,7 Avenue,10030,2126907807,41545370
2026-03-03,CATALYST MARKET BAR,American,Manhattan,88,Essex Street,10002,6466184477,50177468
2026-03-03,PHILADELPHIA GRILLE,Pizza,Brooklyn,10004,4 Avenue,11209,7184196836,50165053
2026-03-03,GEORGIE'S CAFE,Chinese,Manhattan,182,Broome Street,10002,3477058247,50179204
2026-03-03,WENDY'S,American,Manhattan,2565,Broadway,10025,6318961061,50181557
2026-03-03,PIZZA CREW,Pizza,Brooklyn,234,Malcolm X Boulevard,11221,9177573532,50171784
2026-03-03,TERA NYC,Korean,Manhattan,41,Essex Street,10002,6466631334,50178384
2026-03-02,CHINA CITY,Chinese,Brooklyn,1732,86 Street,11214,7182342885,50180223
2026-03-02,FIFTHSIP,Coffee/Tea,Manhattan,229,Mott Street,10012,4258290415,50168344
2026-03-02,JAMBA JUICE/ AUNTIE ANNE'S PRETZELS,"Juice, Smoothies, Fruit Salads",Manhattan,185,Greenwich Street,10007,5164501662,50182148
2026-03-02,GLACE BY NOGLU,Frozen Desserts,Manhattan,30,Rockefeller Plaza,10112,2127722011,50182313
2026-03-02,PURI BAKERY,Eastern European,Brooklyn,462,Avenue P,11223,7187640092,50173583
2026-03-02,TEAPULSE,Coffee/Tea,Manhattan,167,Canal Street,10013,9163883038,50180277
2026-03-02,SHIN TAKUMI,Japanese,Manhattan,44,Greenwich Avenue,10011,6468860206,50181918
2026-03-02,NOVA PIZZA & GRILL,Pizza,Manhattan,1739,2 Avenue,10128,2124573087,50182136
2026-02-28,EARTHBAR,"Juice, Smoothies, Fruit Salads",Brooklyn,24,River Street,11249,7144251559,50173371
2026-02-28,MADE IN MEXICO,Mexican,Manhattan,3950,10 Avenue,10034,6467264849,50000976
2026-02-27,FIVE IRON GOLF,American,Manhattan,1290,Ave Americas,,6094392777,50170531
2026-02-27,COMFORT INN - PROSPECT PARK,American,Brooklyn,150,20 Street,11232,7185719800,50177717
2026-02-27,UPTACO,Mexican,Manhattan,300,West  135 Street,10030,9143939822,50178944
2026-02-27,AUNTIE ANNE'S,Bagels/Pretzels,Manhattan,185,Greenwich Street,10007,5164501662,50182182
2026-02-26,CHUNG DDUK,Korean,Manhattan,11,West   32 Street,10001,6465771074,50168175
2026-02-26,PEARL STREET RESTAURANT,American,Brooklyn,147,Front Street,11201,4074495307,50172379
2026-02-26,DEII CIBAO COFFEE SHOP,Coffee/Tea,Manhattan,313,Audubon Avenue,10033,9292883816,50170999
2026-02-26,DOOKKI,Korean,Manhattan,11,West   32 Street,10001,6465771074,50168179
2026-02-26,GO GO CURRY USA INC,Japanese,Manhattan,273,West   38 Street,10018,6464763755,50172783
2026-02-26,MALTA COFFEE,Coffee/Tea,Manhattan,1045,Lexington Avenue,10021,9294089562,50162486
2026-02-26,SU & GAO,Chinese,Brooklyn,4824,8 Avenue,11220,7182495832,50168390
2026-02-26,TEPPAN TERRITORY,Japanese,Brooklyn,445,Albee Square,11201,9293598050,50173821
2026-02-26,EAST JAPANESE RESTAURANT,Japanese,Manhattan,314,West   53 Street,10019,6463031046,50178509
2026-02-26,SAVO,American,Brooklyn,406,36 Street,11232,3473350516,50179808
2026-02-25,VIVI BUBBLE TEA,Coffee/Tea,Brooklyn,5002,5 Avenue,11220,6463358457,50178341
2026-02-25,HYDERABADI ZAIQA,Indian,Manhattan,785,9 Avenue,10019,6149730713,50181422
2026-02-25,THE ROCKWELL PLACE,New American,Brooklyn,31,Rockwell Place,11217,9179091093,50173862
2026-02-25,SWEETGREEN,American,Brooklyn,1153,Broadway,11221,2138381668,50178824
2026-02-25,BREAD & SPREAD,Sandwiches,Brooklyn,485,Lorimer Street,11211,3474220724,50180766
2026-02-24,POPPY'S COMMISSARY,American,Brooklyn,189,Columbia Street,11231,6462637108,50182075
